,Headline,Date,Symbol,Company Name
3486, wall st  s p 500  nasdaq hit record highs on boost from tech  oil stocks ,"02 Sep 2021, 11:16 PM IST",oil,oil india
3487, stocks to watch  infosys  voda idea  karnataka bank  oil stocks  cadila ,"23 Aug 2021, 08:32 AM IST",oil,oil india
3488, wall street update  oil stocks pull s p 500  dow lower as virus fears weigh ,"09 Aug 2021, 10:15 PM IST",oil,oil india
3489, ongc  oil india shares rise 5  as govt cuts windfall tax on crude ,"Feb 16, 2023, 02:52 PM IST",oil,oil india
3490, nse inks data licensing pact with cme group for wti crude oil  natural gas derivatives contracts ,"Feb 15, 2023, 04:29 PM IST",oil,oil india
3491, nse signs data licensing pact with cme group for wti crude oil  natural gas derivatives contracts ,"Feb 15, 2023, 01:03 PM IST",oil,oil india
3492, market trading guide  oil india  sbi among 6 stock recommendations for tuesday ,"Feb 13, 2023, 05:49 PM IST",oil,oil india
3493, oil and gold prices weaken on anticipation of u s  inflation data due this week ,"Feb 13, 2023, 12:38 PM IST",oil,oil india
3494, commodity trade   mentha oil price reverses from the previous bottom ,"February 15, 2023 06:24 AM IST",oil,oil india
3495, oil prices fall after additional u s  crude reserve release announced ,"February 14, 2023 07:25 AM IST",oil,oil india
3496, trade spotlight   what should you do with oil india  pb fintech  info edge today  ,"February 14, 2023 06:56 AM IST",oil,oil india
3497, oil india stock hits 8 month high on highest ever quarterly profit  motilal oswal sees 22  upside ,"February 13, 2023 12:20 PM IST",oil,oil india
3498, oil falls on demand concerns as impact of russian output cut fades ,"February 13, 2023 08:23 AM IST",oil,oil india
3499, oil india reports highest ever quarterly profit of rs 1 746 crore in q3 ,"February 12, 2023 11:50 AM IST",oil,oil india
3500, oil dips but heads for weekly gain despite us downturn fears ,"February 10, 2023 07:46 AM IST",oil,oil india
3501, oil rises for 4th day as supply disruptions  china demand supports ,"February 09, 2023 08:48 AM IST",oil,oil india
3502, oil steady on subdued dollar  traders await more inventory data ,"February 08, 2023 10:02 AM IST",oil,oil india
3503, trade spotlight   your strategy for varun beverages  oil india  cg power today ,"February 08, 2023 06:30 AM IST",oil,oil india
3504, commodity futures   a multi confirmation buy trade in crude oil ,"February 08, 2023 06:19 AM IST",oil,oil india
3505, stocks to watch  titan  ptc india  sjvn  jspl  jk cement  gland pharma ,"09 Jan 2023, 07:29 AM IST",jkcement,jk cement
3506, stocks to watch  landmark cars  abans holdings  reliance  yes bank  jk cement ,"23 Dec 2022, 07:28 AM IST",jkcement,jk cement
3507, stocks to watch  lic  adani power  emami  jk cement  nykaa  nhpc ,"14 Nov 2022, 07:37 AM IST",jkcement,jk cement
3508, crisil reports 35  growth in pat  board approves 800  dividend ,"23 Jul 2022, 10:18 PM IST",crisil,crisil
3509, ratings on all adani group entities under  continuous surveillance   crisil ,"Feb 2, 2023, 11:01 PM IST",crisil,crisil
3510,  market trading guide  crisil  itc among 6 stock recommendations for monday ,"Jan 29, 2023, 04:07 PM IST",crisil,crisil
3511, multibagger chemical stock  aarti industries fixes record date for demerger ,"06 Oct 2022, 09:53 AM IST",aartiind,aarti industries
3512, multibagger stock  aarti industries share hits 52 week low  right time to buy  ,"07 Jun 2022, 11:12 AM IST",aartiind,aarti industries
3513, aarti industries demerger of pharma unit  what it means for investors ,"20 Aug 2021, 12:09 PM IST",aartiind,aarti industries
3514, kfc operator devyani international shares dive 7  on block deals  should you buy ,"23 Aug 2022, 11:11 PM IST",devyani,devyani international
3515, devyani international  zomato  should you buy or hold these newly listed shares  ,"18 Aug 2021, 02:07 PM IST",devyani,devyani international
3516, devyani international shares  should you buy  sell or hold  ,"16 Aug 2021, 10:55 AM IST",devyani,devyani international
3517, devyani international shares make a strong debut  krsnaa sees tepid listing ,"16 Aug 2021, 10:13 AM IST",devyani,devyani international
3518, devyani international shares may give more than 50  listing gain  say experts ,"16 Aug 2021, 07:22 AM IST",devyani,devyani international
3519, devyani international ipo  what gmp signals ahead of stock listing date ,"14 Aug 2021, 07:55 AM IST",devyani,devyani international
3520, devyani international ipo  gmp signals possibility of strong listing ,"12 Aug 2021, 09:17 AM IST",devyani,devyani international
3521, devyani ipo  gmp  allotment date and how to check application status ,"11 Aug 2021, 07:46 AM IST",devyani,devyani international
3522, krsnaa diagnostics  devyani intl  windlas  exxaro ipos  gmps  allotment dates ,"07 Aug 2021, 01:49 PM IST",devyani,devyani international
3523, krsnaa diagnostics  windlas bio  devyani intl  exxaro ipos  gmps  other details ,"06 Aug 2021, 06:30 AM IST",devyani,devyani international
3524, devyani international trades lower on weak operational performance in q3 ,"February 10, 2023 02:13 PM IST",devyani,devyani international
3525, multibagger stock  rajesh exports shares turn   1 lakh to 10 74 crore in 21 yrs ,"09 Nov 2022, 11:07 AM IST",rajeshexpo,rajesh exports
3526, stocks to watch  nykaa  vedanta  ptc india  fortis  equitas sfb ,"18 Nov 2022, 07:28 AM IST",fortis,fortis healthcare
3527, stocks to watch  m m financials  fortis  airtel  hero motocorp  lupin ,"23 Sep 2022, 08:03 AM IST",fortis,fortis healthcare
3528, supreme court orders forensic audit of fortis share sale ,"22 Sep 2022, 02:15 PM IST",fortis,fortis healthcare
3529, fortis  max  apollo  why jefferies is bullish on indian hospitals stocks ,"21 Jun 2022, 09:41 AM IST",fortis,fortis healthcare
3530, stocks to watch  paytm  axis bank  fortis healthcare  mindspace reit  timex ,"11 Jan 2022, 08:11 AM IST",fortis,fortis healthcare
3531, stocks to watch  dabur  zee  century textile  crompton  gland pharma ,"27 Oct 2022, 07:48 AM IST",crompton,crompton greaves consumer electricals
3532, crompton greaves rises post butterfly gandhimathi acquisition  should you buy  ,"23 Feb 2022, 11:03 AM IST",crompton,crompton greaves consumer electricals
3533, stocks to watch  oil india  apollo hospitals  glenmark  trent  bata india ,"12 Aug 2022, 07:46 AM IST",bataindia,bata india
3534, bata india board recommends 1090  dividend  top 5 things you should know ,"26 May 2022, 09:24 AM IST",bataindia,bata india
3535, icici securities sees a new high for apollo tyres in 3 months  should you buy  ,"25 Aug 2022, 04:02 PM IST",apollotyre,apollo tyres
3536, stocks to watch  hdfc  adani green  apollo tyres  iob ,"02 Feb 2022, 08:04 AM IST",apollotyre,apollo tyres
3537, markets likely to continue consolidation  vodafone idea  apollo tyres in focus ,"16 Nov 2021, 08:26 AM IST",apollotyre,apollo tyres
3538, stock radar  buy apollo tyres for a target of rs 345  says shivangi sarda ,"Feb 5, 2023, 10:00 PM IST",apollotyre,apollo tyres
3539, stocks in focus  apollo tyres  birlasoft  sbi  itc  karnataka bank and more ,"Feb 3, 2023, 08:23 AM IST",apollotyre,apollo tyres
3540, stocks to watch  bank of maharashtra  heidelbergcement  reliance  ntpc ,"19 Jul 2022, 07:36 AM IST",mahabank,bank of maharashtra
3541, fundamental radar  vinati organics value pick at current levels  target placed at rs 2500 in 2023 ,"Feb 14, 2023, 10:00 AM IST",vinatiorga,vinati organics
3542, vinati organics shares ride high for 3rd day on upbeat oct dec operational show ,"February 08, 2023 12:03 PM IST",vinatiorga,vinati organics
3543, mid cap pharma stock pfizer recommends 350  dividend  details here ,"23 May 2022, 01:50 PM IST",pfizer,pfizer
3544, wall st  s p 500  nasdaq slip as pfizer  megacap stocks drag ,"08 Feb 2022, 09:37 PM IST",pfizer,pfizer
3545, wall st extends record rally on strong jobs report  pfizer covid 19 pill cheer ,"05 Nov 2021, 07:55 PM IST",pfizer,pfizer
3546, fmcg company hatsun agro product declares 1 30 rights issue  record date fixed ,"05 Dec 2022, 07:02 PM IST",hatsun,hatsun agro product
3547, mutual funds sundaram  sbi buy stakes in hatsun agro for   269 cr in block deal ,"06 Sep 2022, 10:13 PM IST",hatsun,hatsun agro product
3548, board of hatsun agro issued 600  dividend  despite 12  fall in net profit in q1 ,"19 Jul 2022, 09:51 PM IST",hatsun,hatsun agro product
3549, stocks to watch  pb fintech  ongc  yes bank  britannia  pnb ,"02 Dec 2022, 07:31 AM IST",policybzr,pb fintech
3550, pb fintech shares down 34  since listing  icici securities has  buy  tag ,"19 Apr 2022, 01:16 PM IST",policybzr,pb fintech
3551,  policybazaar over zomato   why brokerage sees over 40  upside on pb fintech ,"02 Mar 2022, 09:41 AM IST",policybzr,pb fintech
3552, hot stocks  brokerages view on steel stocks  apollo hospitals  pb fintech  biocon and others ,"Feb 16, 2023, 10:26 AM IST",policybzr,pb fintech
3553, stocks in news  delhivery  pb fintech  nykaa  sun tv  adani ports ,"Feb 13, 2023, 08:20 AM IST",policybzr,pb fintech
3554, pb fintech needs to grow its core insurance business profit margin ,"February 14, 2023 10:11 AM IST",policybzr,pb fintech
3555, trade spotlight   what should you do with oil india  pb fintech  info edge today  ,"February 14, 2023 06:56 AM IST",policybzr,pb fintech
3556, why laurus labs is anand rathi s top stock pick for the month ,"24 Dec 2021, 10:52 AM IST",lauruslabs,laurus labs
3557, stocks in focus  lic  laurus labs  glenmark  thermax  tvs motor  adani ports and more ,"Feb 13, 2023, 08:17 AM IST",lauruslabs,laurus labs
3558, big movers on d st  what should investors do with laurus labs  kalyan jewellers and sun pharma  ,"Feb 1, 2023, 08:19 AM IST",lauruslabs,laurus labs
3559, hot stocks  brokerages on laurus labs  tata motors  srf  l t  and pnb ,"Jan 31, 2023, 11:05 AM IST",lauruslabs,laurus labs
3560, piramal enterprises stock soars ahead of   750 cr fundraising proposal meet ,"22 Sep 2022, 04:41 PM IST",pel,piramal enterprises
3561, piramal enterprises shares trade ex pharma business  should you buy  ,"01 Sep 2022, 11:19 AM IST",pel,piramal enterprises
3562, piramal enterprises recommends final dividend of   33 per share ,"27 May 2022, 01:25 PM IST",pel,piramal enterprises
3563, stocks to watch  bpcl  hindalco  piramal enterprises  tata power  nykaa ,"27 May 2022, 07:40 AM IST",pel,piramal enterprises
3564, stocks to watch  hdfc bank  iob  ril  piramal enterprises  zee ,"30 Sep 2021, 08:17 AM IST",pel,piramal enterprises
3565, hot stocks  brokerages on bharti airtel  escorts  piramal enterprises  and hero motocorp ,"Feb 9, 2023, 11:50 AM IST",pel,piramal enterprises
3566, kpit technologies share price hits life time high  sell  hold or buy  ,"06 Feb 2023, 11:05 AM IST",kpittech,kpit technologies
3567, kpit technologies share surges after dividend announcement  should you buy  ,"02 Feb 2022, 01:38 PM IST",kpittech,kpit technologies
3568, big movers on d st  what should investors do with kpit technologies  m m and cg power  ,"Feb 13, 2023, 08:37 AM IST",kpittech,kpit technologies
3569, stock radar  buy kpit technologies for a target of rs 905  says gaurav bissa ,"Feb 6, 2023, 10:00 PM IST",kpittech,kpit technologies
3570, big movers on d st  what should investors do with itc  kpit technologies and jindal saw  ,"Feb 3, 2023, 08:54 AM IST",kpittech,kpit technologies
3571, hot stocks   atul auto  action construction equipment  kpit technologies can give at least 15  return in short term  here s why ,"February 10, 2023 07:11 AM IST",kpittech,kpit technologies
3572, idfc  sun tv network among 7 stocks to trade ex dividend on monday ,"Feb 12, 2023, 01:12 PM IST",suntv,sun tv network
3573, marico  emami  praj ind  and others in focus post q3  buy  hold  or sell  ,"05 Feb 2023, 02:20 PM IST",emamiltd,emami
3574, indusind bank  emami among top 5 picks by sanjiv bhasin of iifl securities ,"31 Dec 2022, 04:28 PM IST",emamiltd,emami
3575, stocks to watch  lic  adani power  emami  jk cement  nykaa  nhpc ,"14 Nov 2022, 07:37 AM IST",emamiltd,emami
3576, fmcg company emami declares 400  dividend  posted muted performance in q2 ,"13 Nov 2022, 05:50 PM IST",emamiltd,emami
3577, itc  britannia  emami   bnp paribas suggests these 3 fmcg stocks to buy ,"03 Sep 2022, 01:12 PM IST",emamiltd,emami
3578, stocks to watch  pvr  gail  bharti airtel  emami ,"28 Mar 2022, 07:51 AM IST",emamiltd,emami
3579, emami s board to consider share buyback along with q3 results this week ,"31 Jan 2022, 03:19 PM IST",emamiltd,emami
3580, stocks to watch  adani ports  techm  indian hotels  ttk prestige ,"01 Feb 2022, 08:02 AM IST",prestige,prestige estates projects
3581, ttk prestige board approves 10 for 1 stock split ,"27 Oct 2021, 01:21 PM IST",prestige,prestige estates projects
3582, iifl securities declares 150  dividend  scrip ended on a green note ,"23 Jan 2023, 05:49 PM IST",iifl,iifl finance
3583, iifl wealth declares   17 per share dividend  1 1 bonus shares and stock split ,"20 Jan 2023, 05:44 PM IST",iifl,iifl finance
3584, hdfc bank to tata steel  iifl securities recommends these 5 stocks for this week ,"16 Jan 2023, 01:40 PM IST",iifl,iifl finance
3585, it stock seen to rally over 43  as iifl securities bullish on recent acquisition ,"05 Jan 2023, 11:53 AM IST",iifl,iifl finance
3586, iifl finance to raise funds via public issue of ncds  issue to open this week ,"02 Jan 2023, 03:12 PM IST",iifl,iifl finance
3587, iifl securities sees 100  upside in this   70 share ,"02 Jan 2023, 11:55 AM IST",iifl,iifl finance
3588, indusind bank  emami among top 5 picks by sanjiv bhasin of iifl securities ,"31 Dec 2022, 04:28 PM IST",iifl,iifl finance
3589, top picks for 2023  iifl suggests these smallcap  midcap  largecap stocks to buy ,"26 Dec 2022, 04:04 PM IST",iifl,iifl finance
3590, sanjiv bhasin of iifl securities  contrarian view on when markets will revive ,"24 Dec 2022, 12:38 PM IST",iifl,iifl finance
3591, zee  l t   dlf among top 5 stock picks by sanjiv bhasin of iifl securities ,"26 Nov 2022, 02:00 PM IST",iifl,iifl finance
3592, sanjiv bhasin of iifl securities expects a new high for nifty soon ,"03 Nov 2022, 12:00 PM IST",iifl,iifl finance
3593, bajaj finserv shares  iifl maintains  add  rating on the stock  key triggers ,"12 Oct 2022, 09:58 AM IST",iifl,iifl finance
3594, iifl share price may surge up to 80  in long term  believes this brokerage ,"19 Sep 2022, 02:02 PM IST",iifl,iifl finance
3595, gail shares  why iifl is bullish on the psu stock  ,"06 Sep 2022, 01:31 PM IST",iifl,iifl finance
3596, bharat electronics to soon issue bonus shares  iifl has  buy  tag ,"02 Sep 2022, 11:38 AM IST",iifl,iifl finance
3597, chemical stock hits 52 week high  iifl securities sees strong upside ,"03 Aug 2022, 01:55 PM IST",iifl,iifl finance
3598, stocks to watch  tata motors  biocon  colgate palmolive  iifl  hero motocorp ,"28 Jul 2022, 07:52 AM IST",iifl,iifl finance
3599, this fertilizer stock could give potential return of 50   iifl securities ,"30 Jun 2022, 02:12 PM IST",iifl,iifl finance
3600, chemical stock may rally over 45  as iifl sees upside ,"29 Jun 2022, 10:48 AM IST",iifl,iifl finance
3601, stocks to watch  reliance industries  hdfc  banks  iifl finance  bajaj auto ,"10 Jun 2022, 07:46 AM IST",iifl,iifl finance
3602, iifl has  buy  tag on vedant fashions shares  sees over 27  upside ,"12 May 2022, 11:25 AM IST",iifl,iifl finance
3603, iifl sees 30  rise in multibagger stock that has given 1000  return in one year ,"30 Apr 2022, 09:57 AM IST",iifl,iifl finance
3604, iifl securities sees up to 70  upside in this it stock in 6 months ,"22 Apr 2022, 01:25 PM IST",iifl,iifl finance
3605, iex shares likely to consolidate in near term  says iifl  maintains  add  rating ,"31 Mar 2022, 03:18 PM IST",iifl,iifl finance
3606, multibagger stock surges 130  in a year  iifl sees more upside ,"23 Mar 2022, 01:55 PM IST",iifl,iifl finance
3607, newly listed specialty chemical stock could rally over 60  as iifl sees upside ,"22 Mar 2022, 11:34 AM IST",iifl,iifl finance
3608, these 2 it stocks get  buy  rating from iifl ,"10 Mar 2022, 10:04 AM IST",iifl,iifl finance
3609, multibagger stock for 2022  iifl securities gives buy tag to this sugar stock ,"26 Feb 2022, 02:59 PM IST",iifl,iifl finance
3610, more upside seen in this multibagger stock as iifl has  buy  tag ,"18 Feb 2022, 11:57 AM IST",iifl,iifl finance
3611, irctc shares  buy or sell  what iifl recommends for the psu stock ,"21 Jan 2022, 01:06 PM IST",iifl,iifl finance
3612, iifl s sanjiv bhasin  expect december second half to be positive for stocks ,"08 Dec 2021, 12:24 PM IST",iifl,iifl finance
3613, stocks to watch  just dial  dabur  adani enterprises  irb infra  ptc india ,"20 Dec 2022, 07:46 AM IST",irb,irb infrastructure developers
3614, stocks to watch  gail  irb infra  j k bank   pnb housing  multiplex scrips ,"03 Sep 2021, 08:30 AM IST",irb,irb infrastructure developers
3615, markets likely to be rangebound  pnb housing finance  irb infra in focus ,"03 Sep 2021, 08:16 AM IST",irb,irb infrastructure developers
3616, irb infra shares decline 2  as shrinking margin keeps investors worried ,"February 14, 2023 11:39 AM IST",irb,irb infrastructure developers
3617, miniratna cpse bharat dynamics declares rs  8 15 dividend amid weak q3 earnings ,"07 Feb 2023, 08:18 PM IST",bdl,bharat dynamics
3618, stocks to watch  bharat dynamics  dish tv  nxtdigital  religare enterprises ,"01 Jun 2022, 08:33 AM IST",bdl,bharat dynamics
3619, chart check  carborundum universal hits record highs in february  should you buy  sell or hold  ,"Feb 9, 2023, 01:52 PM IST",carboruniv,carborundum universal
3620, ramco cements share price tanks after q2 results  should you buy  ,"10 Nov 2022, 11:58 AM IST",ramcocem,ramco cements
3621, stocks to watch  infosys  tvs electronics  tcs  gillette india  ntpc ,"23 Aug 2022, 07:39 AM IST",gillette,gillette india
3622, is the budget hit or miss for stocks  icici securities decodes for 14 nifty cos ," 02 Feb 2023, 08:18 AM IS",isec,icici securities
3623, nykaa shares trade at record low  icici securities upgrades stock s rating ,"23 Jan 2023, 11:53 AM IST",isec,icici securities
3624, pharma stocks to buy  add  hold  as per icici securities  things to watch in q3 ,"18 Jan 2023, 12:35 PM IST",isec,icici securities
3625, icici securities sees strong gain for this navratna stock in 3 months of holding ,"16 Jan 2023, 10:15 PM IST",isec,icici securities
3626, jhunjhunwala s portfolio  icici securities is bullish on this tata group stock ,"13 Jan 2023, 08:09 PM IST",isec,icici securities
3627, icici securities see a strong upside in 3 months of holding for this metal stock ,"03 Jan 2023, 08:51 PM IST",isec,icici securities
3628, top picks  icici securities recommend these metal  mining stocks ,"31 Dec 2022, 05:54 PM IST",isec,icici securities
3629, top picks  icici securities recommends these metals and mining stocks to buy ,"25 Dec 2022, 10:46 PM IST",isec,icici securities
3630, what s making icici securities see a new 52 week high for reliance industries  ,"24 Dec 2022, 11:40 PM IST",isec,icici securities
3631, icici securities  top 6 stock picks from the metals and indian gas sectors ,"25 Nov 2022, 07:52 PM IST",isec,icici securities
3632, specialty chemical firms may outperform  icici securities  stocks to buy hold ,"11 Oct 2022, 10:58 AM IST",isec,icici securities
3633, icici securities sees strong bullish trend for this tata group stock in 3 months ,"09 Oct 2022, 07:23 PM IST",isec,icici securities
3634, motherson sumi wiring to issue bonus shares  icici securities has buy tag ,"30 Sep 2022, 03:06 PM IST",isec,icici securities
3635, icici securities bullish on multibagger chemical stock  raises target price ,"27 Sep 2022, 11:05 AM IST",isec,icici securities
3636, icici securities bullish on this psu fertiliser stock  sees upside in 3 months ,"07 Sep 2022, 11:03 AM IST",isec,icici securities
3637, why icici securities is bullish on these 2 metal stocks ,"05 Sep 2022, 01:08 PM IST",isec,icici securities
3638, this miniratna stock to make a new 52 week high  icici securities says to buy ,"26 Aug 2022, 05:56 PM IST",isec,icici securities
3639, icici securities sees a new high for apollo tyres in 3 months  should you buy  ,"25 Aug 2022, 04:02 PM IST",isec,icici securities
3640, adani wilmar shares  icici securities raises target price post q1 results ,"04 Aug 2022, 12:13 PM IST",isec,icici securities
3641, icici securities bullish on newly listed jhunjhunwala portfolio stock post q1 ,"03 Aug 2022, 01:40 PM IST",isec,icici securities
3642, ashish kacholia portfolio stock  icici securities is bullish for 37  upside ,"23 Jul 2022, 03:29 PM IST",isec,icici securities
3643, stocks to watch  jsw energy  icici securities  biocon  rbl bank  nlc ,"22 Jul 2022, 07:32 AM IST",isec,icici securities
3644, debt free stock is 17  near to 52 week high  icici securities sees more upside ,"15 Jul 2022, 03:54 PM IST",isec,icici securities
3645, icici securities is bullish on these quality stocks for good upside in 3 months ,"13 Jul 2022, 03:30 PM IST",isec,icici securities
3646, icici securities sees good upside for tata steel in 3 months  should you buy  ,"08 Jul 2022, 06:30 PM IST",isec,icici securities
3647, this realty stock to make new high in 3 months  icici securities remain bullish ,"08 Jul 2022, 04:30 PM IST",isec,icici securities
3648, icici securities is bullish on 2 large cap stocks for strong upside in 3 months ,"07 Jul 2022, 07:37 PM IST",isec,icici securities
3649, icici securities says to buy these quality stocks for a sharp upside in 3 months ,"06 Jul 2022, 11:07 PM IST",isec,icici securities
3650, indian oil shares trade ex bonus  buy or hold  what icici securities recommends ,"01 Jul 2022, 12:17 PM IST",isec,icici securities
3651, icici securities  top picks  which real estate stocks should you buy  sell  add  ,"30 Jun 2022, 03:25 PM IST",isec,icici securities
3652, icici securities is bullish on this mid cap debt free stock for new high ,"27 Jun 2022, 04:05 PM IST",isec,icici securities
3653, specialty chemicals stocks to buy  hold  here are icici securities  top picks ,"27 Jun 2022, 11:50 AM IST",isec,icici securities
3654, icici securities is bullish on this debt free stock  sees upside in 3 months ,"25 Jun 2022, 10:47 PM IST",isec,icici securities
3655, top stock picks to watch from dairy sector by icici securities ,"11 Jun 2022, 08:28 PM IST",isec,icici securities
3656, icici securities sees over 40  upside potential on this banking stock ,"05 Jun 2022, 06:07 PM IST",isec,icici securities
3657, icici securities sees over 49  upside potential on this cement stock ,"05 Jun 2022, 06:16 PM IST",isec,icici securities
3658, icici securities sets  buy  rating on hdfc bank  positive on post merger growth ,"02 Jun 2022, 09:25 PM IST",isec,icici securities
3659, icici securities upgrades jhunjhunwala portfolio stock s rating to  buy  ,"01 Jun 2022, 03:19 PM IST",isec,icici securities
3660, rakesh jhunjhunwala portfolio  icici securities has  buy  on tata group stock ,"24 May 2022, 03:25 PM IST",isec,icici securities
3661, this multibagger stock surges over 200  in 1 year  icici securities says to buy ,"24 May 2022, 08:08 AM IST",isec,icici securities
3662, top picks  icici securities recommends these it stocks to buy ,"23 May 2022, 03:22 PM IST",isec,icici securities
3663, icici securities sees strong 40  upside in this commodity exchange stock ,"19 May 2022, 01:09 PM IST",isec,icici securities
3664, mrpl hits a new 52 week high in trade today  icici securities remain bullish ,"18 May 2022, 05:15 PM IST",isec,icici securities
3665, icici securities bullish on tata group chemical stock  sees upside in 3 months ,"18 May 2022, 12:07 PM IST",isec,icici securities
3666, adani wilmar share price hits upper circuit  icici securities gives hold rating ,"18 May 2022, 11:50 AM IST",isec,icici securities
3667, icici securities sees about 25  upside in this newly listed stock ,"17 May 2022, 03:26 PM IST",isec,icici securities
3668, icici securities has  buy  on multibagger chemical stock  raises target price ,"16 May 2022, 01:41 PM IST",isec,icici securities
3669, icici securities upgrades poonawalla fincorp to  buy   shares up 16  ,"13 May 2022, 12:53 PM IST",isec,icici securities
3670, icici securities bullish on this multibagger stock after q4 results ,"03 May 2022, 03:14 PM IST",isec,icici securities
3671, multibagger retail stock could rise more as icici securities sees upside ,"02 May 2022, 01:37 PM IST",isec,icici securities
3672, icici securities gives  buy  tag to this multibagger rakesh jhunjhunwala stock ,"28 Apr 2022, 12:11 PM IST",isec,icici securities
3673, multibagger stock rallies 20  in 5 days  icici securities sees more upside ,"22 Apr 2022, 06:26 PM IST",isec,icici securities
3674, which realty stocks should you buy  sell or hold  icici securities  top picks ,"21 Apr 2022, 03:27 PM IST",isec,icici securities
3675, pb fintech shares down 34  since listing  icici securities has  buy  tag ,"19 Apr 2022, 01:16 PM IST",isec,icici securities
3676, top picks  icici securities suggests these auto stocks to buy  details inside ,"14 Apr 2022, 12:12 PM IST",isec,icici securities
3677, 6 specialty chemical stocks to buy as recommended by icici securities ,"13 Apr 2022, 11:54 AM IST",isec,icici securities
3678, chemical stock surges after stock split  icici securities has  buy  tag ,"12 Apr 2022, 11:46 AM IST",isec,icici securities
3679, specialty chemical stock could rally over 28  as icici securities sees upside ,"06 Apr 2022, 09:34 AM IST",isec,icici securities
3680, icici securities recommends these 2 pharma stocks to buy ,"04 Apr 2022, 12:05 PM IST",isec,icici securities
3681, top picks  icici securities recommends these bank  auto  metals stocks to buy ,"01 Apr 2022, 01:58 PM IST",isec,icici securities
3682, icici securities bullish on this multibagger specialty chemical stock ,"30 Mar 2022, 01:07 PM IST",isec,icici securities
3683, metal stocks to buy  here are icici securities  top 2 picks ,"25 Mar 2022, 11:25 AM IST",isec,icici securities
3684, icici securities suggests these 2 midcap it stocks to buy  sees upside in 3 mths ,"23 Mar 2022, 12:52 PM IST",isec,icici securities
3685, icici securities sees strong upside in this multibagger stock  do you own  ,"22 Mar 2022, 12:47 PM IST",isec,icici securities
3686, specialty chemical stock surges 8  in 5 days  icici securities has  buy  tag ,"21 Mar 2022, 01:06 PM IST",isec,icici securities
3687, icici securities sees strong upside in this rakesh jhunjhunwala portfolio stock ,"20 Mar 2022, 12:45 PM IST",isec,icici securities
3688, top picks  icici securities suggests these stocks to buy  sees upside in 3 mths ,"16 Mar 2022, 01:02 PM IST",isec,icici securities
3689, newly listed metal stock could rally upto 30  as icici securities sees upside ,"15 Mar 2022, 12:05 PM IST",isec,icici securities
3690, icici securities sees a 40  upside in this private banking giant  do you own  ,"12 Mar 2022, 01:58 PM IST",isec,icici securities
3691, top picks  6 specialty chemical stocks to buy as recommended by icici securities ,"11 Mar 2022, 10:17 AM IST",isec,icici securities
3692, icici securities recommends these 5 metal stocks to buy  raises target price ,"10 Mar 2022, 01:24 PM IST",isec,icici securities
3693, this multibagger stock could rally further as icici securities sees upside ,"03 Mar 2022, 09:46 AM IST",isec,icici securities
3694, multibagger stock gets  buy  tag from icici securities after bonus shares issue ,"02 Mar 2022, 08:40 AM IST",isec,icici securities
3695, this multibagger stock could rally further as icici securities has  buy  tag ,"25 Feb 2022, 01:36 PM IST",isec,icici securities
3696, multibagger stock falls 11  in 5 days  icici securities has  buy  tag post q3 ,"22 Feb 2022, 03:11 PM IST",isec,icici securities
3697, top picks  icici securities recommends these midcap and smallcap stocks to buy ,"22 Feb 2022, 01:57 PM IST",isec,icici securities
3698, rakesh jhunjhunwala portfolio  icici securities bullish on this stock ,"21 Feb 2022, 09:24 AM IST",isec,icici securities
3699, icici securities bullish on multibagger stock that has rallied over 225  in a yr ,"14 Feb 2022, 01:57 PM IST",isec,icici securities
3700, icici securities recommends these 2 metal stocks to buy  sees upside in 3 months ,"11 Feb 2022, 02:46 PM IST",isec,icici securities
3701, multibagger stock down 11  in 5 sessions  icici securities sees upside post q3 ,"10 Feb 2022, 12:36 PM IST",isec,icici securities
3702, multibagger metal stock gets  buy  tag from icici securities post q3 results ,"09 Feb 2022, 02:24 PM IST",isec,icici securities
3703, icici securities upgrades rating of this multibagger stock ,"04 Feb 2022, 02:23 PM IST",isec,icici securities
3704, icici securities bullish on this specialty chemical stock  sees upside in 3 mths ,"02 Feb 2022, 03:38 PM IST",isec,icici securities
3705, this multibagger stock surges over 11  today  icici securities has  buy  tag ,"02 Feb 2022, 01:06 PM IST",isec,icici securities
3706, budget top picks  icici securities recommends these 10 stocks to buy ,"28 Jan 2022, 03:26 PM IST",isec,icici securities
3707, this multibagger stock could rally further as icici securities has  buy  rating ,"26 Jan 2022, 09:30 AM IST",isec,icici securities
3708, icici securities has  buy  on multibagger stock that is up over 164  in a year ,"24 Jan 2022, 03:26 PM IST",isec,icici securities
3709, icici securities bullish on this multibagger it stock post q3 earnings ,"19 Jan 2022, 11:34 AM IST",isec,icici securities
3710, icici securities has  buy  on multibagger chemical stock  sees upside in 3 mths ,"13 Jan 2022, 12:25 PM IST",isec,icici securities
3711, top picks  icici securities recommends these 6 specialty chemical stocks to buy ,"11 Jan 2022, 12:30 PM IST",isec,icici securities
3712, icici securities has  buy  on this rakesh jhunjhunwala portfolio metal stock ,"03 Jan 2022, 08:01 AM IST",isec,icici securities
3713, here are icici securities  top stock picks for new year 2022 ,"01 Jan 2022, 06:18 AM IST",isec,icici securities
3714, this multibagger stock rises 188  in 2021  icici securities has  buy  rating ,"31 Dec 2021, 01:13 PM IST",isec,icici securities
