,name,Engine,Mileage,Length,Height,Seating_Capacity,price,year,km,FuelType,Transmission,Owner
227,maruti-suzuki-ertiga,1248 ,24.52,4296 ,1685 ,7 ,869999.9999999999,Dec 2017,19947 ,Diesel,Manual,First
228,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,549000.0,May 2016,65263 ,Petrol,Manual,First
229,maruti-suzuki-vitara-brezza,1248 ,24.29,3995 ,1640 ,5 ,899000.0,Jan 2018,51388 ,Diesel,Manual,First
230,maruti-suzuki-alto,998 ,24.07,3545 ,1475 ,5 ,438999.99999999994,Jul 2018,33743 ,Petrol,Manual,First
231,maruti-suzuki-swift,1197 ,22.0,3840 ,1530 ,5 ,590000.0,Jan 2018,18054 ,Petrol,Automatic,Second
232,maruti-suzuki-baleno,1197 ,21.4,3995 ,1500 ,5 ,675000.0,Feb 2019,69904 ,Petrol,Manual,First
234,ford-endeavour,3198 ,10.6,4903 ,1837 ,7 ,2950000.0,Mar 2019,57602 ,Diesel,Automatic,Second
235,hyundai-creta,1591 ,15.29,4270 ,1630 ,5 ,1090000.0,Jan 2018,45657 ,Petrol,Automatic,First
237,datsun-redigo,999 ,22.5,3429 ,1541 ,5 ,320000.0,Jan 2019,1391 ,Petrol,Manual,First
238,maruti-suzuki-s-cross,1248 ,23.65,4300 ,1590 ,5 ,711000.0,Apr 2016,46276 ,Diesel,Manual,First
239,toyota-innova,2755 ,14.29,4735 ,1795 ,7 ,1921000.0,Jan 2017,56199 ,Diesel,Automatic,First
240,volkswagen-taigun,999 ,18.41,4221 ,1612 ,5 ,1599000.0,Feb 2021,17753 ,Petrol,Automatic,First
241,maruti-suzuki-baleno,1197 ,21.4,3995 ,1500 ,5 ,675000.0,Feb 2017,48361 ,Petrol,Automatic,First
242,hyundai-elantra,1999 ,15.0,4620 ,1465 ,5 ,1175000.0,Aug 2017,40523 ,Petrol,Automatic,First
243,tata-tiago,1199 ,19.01,3765 ,1535 ,5 ,679000.0,Feb 2020,17817 ,Petrol,Manual,First
244,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,449000.0,Dec 2013,24396 ,Petrol,Manual,Second
245,mahindra-alturas-g4,2157 ,11.5,4850 ,1845 ,7 ,2425000.0,Dec 2018,32296 ,Diesel,Automatic,First
246,tata-nexon,1199 ,16.3,3993 ,1606 ,5 ,1085000.0,Feb 2020,10929 ,Petrol,Automatic,First
247,hyundai-elite-i20,1197 ,18.6,3985 ,1505 ,5 ,535000.0,Jul 2015,43917 ,Petrol,Manual,First
248,hyundai-verna,1591 ,17.4,4375 ,1475 ,5 ,769000.0,Feb 2016,53407 ,Petrol,Manual,First
249,hyundai-creta,1591 ,15.29,4270 ,1630 ,5 ,1090000.0,Jan 2018,45657 ,Petrol,Automatic,First
251,datsun-redigo,999 ,22.5,3429 ,1541 ,5 ,320000.0,Jan 2019,1391 ,Petrol,Manual,First
252,maruti-suzuki-s-cross,1248 ,23.65,4300 ,1590 ,5 ,711000.0,Apr 2016,46276 ,Diesel,Manual,First
253,toyota-innova,2755 ,14.29,4735 ,1795 ,7 ,1921000.0,Jan 2017,56199 ,Diesel,Automatic,First
254,volkswagen-taigun,999 ,18.41,4221 ,1612 ,5 ,1599000.0,Feb 2021,17753 ,Petrol,Automatic,First
255,maruti-suzuki-baleno,1197 ,21.4,3995 ,1500 ,5 ,675000.0,Feb 2017,48361 ,Petrol,Automatic,First
256,hyundai-elantra,1999 ,15.0,4620 ,1465 ,5 ,1175000.0,Aug 2017,40523 ,Petrol,Automatic,First
257,toyota-innova,2755 ,14.29,4735 ,1795 ,7 ,1848999.9999999998,Feb 2016,71410 ,Diesel,Automatic,First
258,honda-city,1497 ,17.8,4440 ,1495 ,5 ,525000.0,Feb 2014,43247 ,Petrol,Manual,First
259,maruti-suzuki-wagon-r,998 ,20.5,3599 ,1700 ,5 ,390000.0,Jan 2017,36512 ,Petrol,Manual,First
260,toyota-fortuner,2755 ,14.4,4795 ,1835 ,7 ,4695000.0,Jul 2021,16869 ,Diesel,Automatic,First
261,mahindra-alturas-g4,2157 ,11.5,4850 ,1845 ,7 ,2425000.0,Dec 2018,32296 ,Diesel,Automatic,First
262,tata-nexon,1199 ,16.3,3993 ,1606 ,5 ,1085000.0,Feb 2020,10929 ,Petrol,Automatic,First
263,maruti-suzuki-alto-800,796 ,22.0,3445 ,1475 ,5 ,459000.0,Jul 2020,25141 ,Petrol,Manual,First
264,maruti-suzuki-wagon-r,1197 ,20.52,3655 ,1675 ,5 ,679000.0,Sep 2020,22141 ,Petrol,Automatic,Second
265,maruti-suzuki-vitara-brezza,1248 ,24.29,3995 ,1640 ,5 ,969000.0,Dec 2018,78664 ,Diesel,Automatic,First
266,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,549000.0,Jun 2016,38632 ,Petrol,Manual,First
267,honda-city,1497 ,17.8,4440 ,1495 ,5 ,889000.0,May 2018,37347 ,Petrol,Manual,First
268,hyundai-grand-i10-nios,1197 ,21.0,3805 ,1520 ,5 ,699000.0,Feb 2020,14331 ,Petrol,Manual,First
269,hyundai-i10,1086 ,19.81,3585 ,1550 ,5 ,479000.0,Oct 2016,34976 ,Petrol,Manual,First
270,hyundai-elite-i20,1197 ,19.8,3985 ,1505 ,5 ,799000.0,Jul 2019,30743 ,Petrol,Manual,First
271,maruti-suzuki-alto-800,796 ,22.74,3395 ,1475 ,5 ,379000.0,Feb 2019,34359 ,Petrol,Manual,First
272,maruti-suzuki-baleno,1197 ,21.4,3995 ,1500 ,5 ,545000.0,Oct 2016,22191 ,Petrol,Manual,First
274,tata-tigor,1199 ,20.3,3992 ,1537 ,5 ,599000.0,Nov 2017,51526 ,Petrol,Automatic,First
275,mahindra-xuv500,2179 ,15.1,4585 ,1785 ,7 ,1350000.0,Oct 2020,73342 ,Diesel,Manual,First
276,honda-city,1497 ,17.4,4440 ,1495 ,5 ,695000.0,Feb 2017,30669 ,Petrol,Manual,First
277,ford-ecosport,1498 ,23.0,3998 ,1647 ,5 ,1011000.0,Mar 2019,39174 ,Diesel,Manual,First
278,jeep-compass,1956 ,17.1,4400 ,1657 ,5 ,3495000.0000000005,Mar 2022,12867 ,Diesel,Automatic,First
279,maruti-suzuki-ciaz,1373 ,19.12,4490 ,1485 ,5 ,790000.0,Mar 2018,56823 ,Petrol,Automatic,First
280,hyundai-venue,998 ,17.8,3995 ,1605 ,5 ,1011000.0,Nov 2020,28022 ,Petrol,Manual,First
281,hyundai-alcazar,1999 ,14.2,4500 ,1675 ,6 ,2075000.0,May 2021,25399 ,Petrol,Automatic,First
283,skoda-superb,1798 ,14.81,4861 ,1483 ,5 ,1675000.0,Mar 2017,49416 ,Petrol,Automatic,First
284,honda-amaze,1199 ,18.1,3990 ,1505 ,5 ,894999.9999999999,Dec 2020,5016 ,Petrol,Automatic,First
285,honda-jazz,1199 ,18.7,3955 ,1544 ,5 ,700000.0,Mar 2019,17787 ,Petrol,Manual,First
286,maruti-suzuki-ciaz,1373 ,20.729999542236328,4490 ,1485 ,5 ,620000.0,Apr 2016,30228 ,Petrol,Manual,First
287,maruti-suzuki-dzire,1197 ,21.21,3995 ,1515 ,5 ,700000.0,Aug 2017,59988 ,Petrol,Automatic,First
288,maruti-suzuki-swift,1248 ,28.4,3840 ,1530 ,5 ,750000.0,Jan 2018,70670 ,Diesel,Automatic,First
289,hyundai-creta,1591 ,15.29,4270 ,1665 ,5 ,1350000.0,Aug 2018,22987 ,Petrol,Automatic,First
290,honda-br-v,1497 ,16.0,4453 ,1666 ,7 ,775000.0,Jun 2016,76314 ,Petrol,Automatic,First
291,toyota-fortuner,2755 ,12.9,4795 ,1835 ,7 ,4445000.0,Mar 2022,9785 ,Diesel,Automatic,First
292,mg-hector,1451 ,13.96,4655 ,1760 ,5 ,1689999.9999999998,Feb 2020,33525 ,Petrol,Automatic,First
293,mahindra-xuv500,2179 ,15.1,4585 ,1785 ,7 ,1575000.0,Jun 2018,34000 ,Diesel,Manual,First
294,jeep-compass,1368 ,14.1,4395 ,1640 ,5 ,1395000.0,Feb 2018,16563 ,Petrol,Automatic,First
295,toyota-innova,2393 ,15.6,4735 ,1795 ,8 ,2545000.0,Apr 2022,3898 ,Diesel,Automatic,First
296,tata-safari,1956 ,14.0,4661 ,1786 ,7 ,2400000.0,Nov 2021,22387 ,Diesel,Automatic,First
297,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,575000.0,Nov 2017,30028 ,Petrol,Manual,First
298,maruti-suzuki-swift,1197 ,22.0,3840 ,1530 ,5 ,675000.0,Feb 2018,11332 ,Petrol,Automatic,First
299,maruti-suzuki-ciaz,1373 ,20.73,4490 ,1485 ,5 ,799000.0,Sep 2017,14896 ,Petrol,Manual,First
300,hyundai-i20,1197 ,18.15,3995 ,1505 ,5 ,375000.0,Jul 2013,79289 ,Petrol,Manual,First
301,jeep-compass,1368 ,14.1,4395 ,1640 ,5 ,1375000.0,Dec 2017,54351 ,Petrol,Automatic,First
302,ford-ecosport,1499 ,15.6,3999 ,1708 ,5 ,625000.0,Jan 2016,62926 ,Petrol,Automatic,First
303,hyundai-elite-i20,1197 ,19.8,3985 ,1505 ,5 ,825000.0,Jan 2019,41243 ,Petrol,Automatic,First
304,hyundai-elite-i20,1197 ,18.6,3985 ,1505 ,5 ,525000.0,Jan 2015,68766 ,Petrol,Manual,First
305,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,455000.0,Nov 2015,79017 ,Petrol,Manual,First
306,toyota-corolla-altis,1798 ,16.7,4620 ,1475 ,5 ,1650000.0,Jul 2018,25914 ,Petrol,Automatic,First
307,hyundai-grand-i10,1197 ,19.77,3765 ,1520 ,5 ,530000.0,Jan 2018,22222 ,Petrol,Manual,First
308,maruti-suzuki-wagon-r,998 ,26.6,3599 ,1700 ,5 ,490000.00000000006,Feb 2017,86732 ,CNG,Manual,First
309,volkswagen-vento,1598 ,20.5,4384 ,1466 ,5 ,450000.0,Jul 2013,63400 ,Diesel,Manual,First
310,honda-city,1497 ,17.8,4440 ,1495 ,5 ,590000.0,Jun 2015,55331 ,Petrol,Manual,First
311,honda-jazz,1199 ,19.0,3955 ,1544 ,5 ,670000.0,Jan 2017,14655 ,Petrol,Automatic,First
312,honda-amaze,1198 ,17.8,3990 ,1505 ,5 ,500000.0,Jan 2016,46848 ,Petrol,Manual,First
313,maruti-suzuki-swift,1197 ,18.6,3850 ,1530 ,5 ,495000.0,Aug 2015,75236 ,Petrol + CNG,Manual,First
314,honda-city,1497 ,17.8,4440 ,1495 ,5 ,795000.0,Jul 2018,36512 ,Petrol,Manual,First
315,hyundai-elantra,1582 ,18.23,4570 ,1465 ,5 ,1875000.0,Jan 2018,40916 ,Diesel,Automatic,First
317,mg-hector,1956 ,17.41,4655 ,1760 ,5 ,1748999.9999999998,Feb 2020,53436 ,Diesel,Manual,First
318,honda-city,1497 ,18.0,4440 ,1495 ,5 ,775000.0,May 2016,55991 ,Petrol,Automatic,First
319,toyota-innova,2494 ,13.7,4585 ,1760 ,7 ,1399000.0,Mar 2014,83649 ,Diesel,Manual,Second
320,maruti-suzuki-baleno,1197 ,21.4,3995 ,1500 ,5 ,585000.0,May 2017,51224 ,Petrol,Manual,First
321,maruti-suzuki-vitara-brezza,1248 ,24.29,3995 ,1640 ,5 ,985000.0,Sep 2019,20217 ,Diesel,Manual,First
322,skoda-octavia,1798 ,14.7,4659 ,1476 ,5 ,1545000.0,Jun 2018,36345 ,Petrol,Automatic,First
323,volkswagen-vento,1498 ,22.15,4390 ,1467 ,5 ,790000.0,Jun 2018,111390 ,Diesel,Automatic,First
324,honda-city,1497 ,18.0,4440 ,1495 ,5 ,625000.0,Sep 2015,52284 ,Petrol,Automatic,First
325,maruti-suzuki-alto,998 ,24.07,3545 ,1475 ,5 ,336000.0,May 2017,30772 ,Petrol,Manual,First
326,maruti-suzuki-alto-800,796 ,22.74,3395 ,1475 ,5 ,411000.00000000006,Jul 2021,12896 ,Petrol,Manual,First
327,toyota-innova,2393 ,15.1,4735 ,1795 ,7 ,1798999.9999999998,Jun 2016,153700 ,Diesel,Manual,First
328,honda-city,1497 ,17.8,4440 ,1495 ,5 ,650000.0,Jun 2015,98000 ,Petrol,Manual,First
329,bmw-x7,2993 ,13.38,5151 ,1805 ,7 , 1.35 ,Jun 2022,10000 ,Diesel,Automatic,First
330,skoda-superb,1984 ,15.1,4869 ,1469 ,5 ,3490000.0,Jun 2021,47000 ,Petrol,Automatic,First
332,mercedes-benz-glc-coupe,1950 ,16.3,4731 ,1620 ,5 ,8500000.0,Jun 2022,10000 ,Diesel,Automatic,First
333,honda-civic,1799 ,16.5,4656 ,1433 ,5 ,1750000.0,Apr 2019,29000 ,Petrol,Automatic,First
334,skoda-rapid,1598 ,15.0,4386 ,1466 ,5 ,1000000.0,Jun 2020,4783 ,Petrol,Manual,First
335,hyundai-venue,998 ,18.15,3995 ,1605 ,5 ,799000.0,Jun 2019,28224 ,Petrol,Automatic,First
336,maruti-suzuki-alto-800,796 ,22.74,3395 ,1475 ,5 ,245000.00000000003,Jun 2018,38863 ,Petrol,Manual,First
337,hyundai-creta,1591 ,15.29,4270 ,1630 ,5 ,750000.0,Jun 2018,60040 ,Petrol,Manual,First
338,maruti-suzuki-baleno,1197 ,21.4,3995 ,1500 ,5 ,650000.0,Jun 2016,33726 ,Petrol,Manual,First
339,bmw-6-series-gt,1998 ,15.63,5091 ,1538 ,5 ,5175000.0,Jun 2019,32000 ,Petrol,Automatic,First
340,maruti-suzuki-wagon-r,998 ,20.5,3599 ,1700 ,5 ,480000.0,Jun 2015,53104 ,Petrol,Manual,First
341,hyundai-i20,1197 ,18.15,3995 ,1505 ,5 ,365000.0,Jun 2014,29080 ,Petrol,Manual,First
343,maruti-suzuki-swift,1197 ,22.0,3840 ,1530 ,5 ,795000.0,Jun 2020,21800 ,Petrol,Automatic,First
345,maruti-suzuki-ciaz,1373 ,20.73,4490 ,1485 ,5 ,835000.0,Jun 2018,12500 ,Petrol,Manual,Second
346,mercedes-benz-c-class,2143 ,19.27,4686 ,1442 ,5 ,2878000.0,Jun 2016,31283 ,Diesel,Automatic,Second
347,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,479000.0,Jun 2015,60300 ,Petrol,Manual,Second
348,mercedes-benz-cla,2143 ,17.9,4630 ,1432 ,5 ,2675000.0,Jun 2018,57508 ,Diesel,Automatic,Second
349,bmw-x1,1995 ,17.05,4454 ,1545 ,5 ,3395000.0000000005,Jun 2018,41369 ,Diesel,Automatic,First
350,mercedes-benz-r-class,3496 ,8.4,5157 ,1659 ,7 ,2285000.0,Jun 2012,44724 ,Petrol,Automatic,First
351,jaguar-xe,1999 ,13.06,4795 ,1416 ,5 ,3775000.0,Jun 2018,9090 ,Diesel,Automatic,First
352,jaguar-xe,1997 ,13.06,4795 ,1416 ,5 ,2975000.0,Jun 2017,32434 ,Petrol,Automatic,First
353,audi-a6,1968 ,16.66,4915 ,1455 ,5 ,2399000.0,Jun 2014,24321 ,Diesel,Automatic,First
354,maruti-suzuki-celerio,998 ,21.63,3695 ,1560 ,5 ,539000.0,Jun 2016,28400 ,Petrol,Automatic,First
355,mahindra-xuv500,1997 ,16.0,4585 ,1785 ,7 ,894999.9999999999,Jun 2015,52000 ,Diesel,Manual,First
356,mercedes-benz-a-class,2143 ,20.06,4292 ,1433 ,4 ,1350000.0,Jun 2014,53000 ,Diesel,Automatic,Third
358,honda-br-v,1497 ,16.0,4453 ,1666 ,7 ,885000.0,Oct 2017,29000 ,Petrol,Automatic,First
359,honda-city,1497 ,17.8,4440 ,1495 ,5 ,1290000.0,Jun 2021,6731 ,Petrol,Manual,First
360,bmw-3-series,1995 ,18.88,4624 ,1429 ,5 ,1185000.0,Jun 2012,85639 ,Diesel,Automatic,Second
361,maruti-suzuki-sx4,1586 ,11.14,4490 ,1570 ,5 ,295000.0,Jun 2010,82287 ,Petrol,Manual,Second
362,honda-amaze,1198 ,18.0,3990 ,1505 ,5 ,425000.0,May 2016,31500 ,Petrol,Manual,Second
364,honda-city,1497 ,17.8,4440 ,1495 ,5 ,994999.9999999999,Jun 2019,74319 ,Petrol,Manual,First
365,mercedes-benz-e-class,1950 ,12.06,5063 ,1494 ,5 ,7784999.999999999,Dec 2021,8151 ,Diesel,Automatic,First
366,ford-endeavour,1996 ,12.4,4903 ,1837 ,7 ,3950000.0,Jun 2020,40000 ,Diesel,Automatic,First
368,mercedes-benz-s-class,1950 ,17.6,4658 ,1644 ,5 ,7100000.0,Jun 2022,6000 ,Diesel,Automatic,First
369,hyundai-grand-i10,1498 ,21.66,3995 ,1483 ,5 ,575000.0,Jul 2018,68000 ,Diesel,Manual,First
370,mercedes-benz-gls,2143 ,14.2,4879 ,1474 ,5 ,2150000.0,Feb 2015,53000 ,Diesel,Automatic,Second
372,honda-city,3198 ,10.91,4892 ,1837 ,7 ,2999000.0,Jun 2018,55000 ,Diesel,Automatic,First
373,hyundai-elite-i20,1498 ,13.6,4315 ,1695 ,5 ,749000.0,Jun 2017,60444 ,Petrol,Manual,First
374,toyota-corolla-altis,1498 ,17.7,4225 ,1612 ,5 ,1925000.0,Jun 2021,23402 ,Petrol,Automatic,First
375,mercedes-benz-e-class,1197 ,18.19,4390 ,1467 ,5 ,520000.0,May 2015,92194 ,Petrol,Automatic,Second
376,mercedes-benz-e-class,1497 ,18.0,4440 ,1495 ,5 ,590000.0,Aug 2015,75258 ,Petrol,Automatic,First
378,mahindra-scorpio,1197 ,19.1,3995 ,1555 ,5 ,400000.0,Oct 2013,61129 ,Petrol,Manual,First
379,maruti-suzuki-ciaz,1497 ,17.4,4440 ,1495 ,5 ,1350000.0,Oct 2020,12000 ,Petrol,Manual,First
380,hyundai-grand-i10,998 ,20.5,3599 ,1700 ,5 ,325000.0,Oct 2014,34487 ,Petrol,Manual,First
381,tata-hexa,999 ,23.01,3679 ,1478 ,5 ,465000.00000000006,Oct 2020,2066 ,Petrol,Manual,First
382,hyundai-creta,1373 ,20.729999542236328,4490 ,1485 ,5 ,535000.0,Jun 2015,38000 ,Petrol,Manual,First
383,mahindra-xuv500,2179 ,15.4,4456 ,1995 ,7 & 8 ,1150000.0,Jun 2016,72500 ,Diesel,Manual,First
384,lexus-lx,1496 ,17.57,4265 ,1510 ,5 ,340000.0,Jun 2011,66166 ,Petrol,Manual,First
385,audi-a3,1248 ,24.29,3995 ,1640 ,5 ,1025000.0,Jun 2019,86078 ,Diesel,Manual,First
386,mercedes-benz-glc,1248 ,28.09,4490 ,1485 ,5 ,570000.0,Jun 2017,53000 ,Diesel,Manual,Second
387,volkswagen-ameo,814 ,21.1,3495 ,1500 ,5 ,220000.00000000003,Jun 2013,82500 ,Petrol,Manual,First
388,mercedes-benz-e-class,1373 ,20.73,4490 ,1485 ,5 ,590000.0,Jun 2017,26654 ,Petrol,Manual,First
389,mahindra-thar,1496 ,16.780000686645508,4265 ,1510 ,5 ,540000.0,Jun 2015,81143 ,Petrol,Manual,First
390,ford-endeavour,1596 ,11.7,4282 ,1468 ,5 ,210000.0,Jun 2011,31575 ,Petrol,Manual,First
391,renault-duster,1373 ,19.12,4490 ,1485 ,5 ,585000.0,Jun 2015,74000 ,Petrol,Automatic,First
392,skoda-kushaq,1373 ,19.12,4490 ,1485 ,5 ,585000.0,Jun 2015,74000 ,Petrol,Automatic,First
393,volkswagen-vento,1248 ,26.59,3995 ,1555 ,5 ,725000.0,Jun 2017,86000 ,Diesel,Manual,First
394,honda-city,1248 ,22.95,3995 ,1570 ,5 ,499000.0,Jun 2018,51478 ,Diesel,Manual,First
395,mahindra-thar,796 ,14.54,3495 ,1460 ,5 ,190000.0,Jun 2010,75000 ,Petrol,Manual,Second
396,maruti-suzuki-swift-dzire,1248 ,24.52,4296 ,1685 ,7 ,750000.0,Jun 2017,62000 ,Diesel,Manual,Second
397,honda-city,1248 ,26.59,3995 ,1555 ,5 ,650000.0,Jul 2016,31000 ,Diesel,Automatic,First
398,maruti-suzuki-wagon-r,1197 ,17.21,3971 ,1469 ,5 ,775000.0,Nov 2017,29000 ,Petrol,Automatic,First
399,renault-kwid,1368 ,14.3,4395 ,1640 ,5 ,1075000.0,May 2018,20500 ,Petrol,Manual,Second
400,maruti-suzuki-ciaz,1199 ,17.5,3999 ,1601 ,5 ,660000.0,Sep 2017,36000 ,Petrol,Manual,Second
401,mahindra-scorpio,1248 ,22.9,3850 ,1530 ,5 ,545000.0,Jun 2015,49000 ,Diesel,Manual,First
402,toyota-etios,1197 ,18.6,3985 ,1505 ,5 ,625000.0,Jun 2016,43447 ,Petrol,Manual,First
403,maruti-suzuki-vitara-brezza,1197 ,18.5,3995 ,1555 ,5 ,421000.0,Jan 2013,30900 ,Petrol,Automatic,First
404,maruti-suzuki-ciaz,1968 ,15.17,4385 ,1608 ,5 ,2395000.0,Jun 2018,69000 ,Diesel,Automatic,First
405,hyundai-eon,1197 ,20.63,3585 ,1550 ,5 ,295000.0,Jun 2013,63000 ,Petrol,Manual,First
406,maruti-suzuki-ciaz,1950 ,12.06,4686 ,1442 ,5 ,4175000.0,Jun 2019,21000 ,Diesel,Automatic,First
408,ford-fiestaclassic,1248 ,23.65,4300 ,1590 ,5 ,715000.0,Jun 2017,73000 ,Diesel,Manual,First
409,maruti-suzuki-ciaz,1248 ,20.77,4265 ,1685 ,7 ,730000.0,Jun 2013,82300 ,Diesel,Manual,First
410,maruti-suzuki-ciaz,1498 ,26.0,4440 ,1495 ,5 ,535000.0,Jun 2014,68000 ,Diesel,Manual,First
411,maruti-suzuki-swift-dzire,1248 ,28.4,3995 ,1515 ,5 ,570000.0,Jun 2018,73252 ,Diesel,Automatic,First
412,tata-zest,1197 ,16.95,3585 ,1550 ,5 ,335000.0,Jun 2012,51320 ,Petrol,Automatic,First
414,maruti-suzuki-ertiga,796 ,22.74,3395 ,1475 ,5 ,299000.0,Jun 2014,91960 ,Petrol,Manual,First
415,maruti-suzuki-swift-dzire,1197 ,19.8,3985 ,1505 ,5 ,675000.0,Jun 2017,18000 ,Petrol,Manual,First
416,volkswagen-polo,1197 ,21.4,3995 ,1500 ,5 ,590000.0,Jun 2018,42772 ,Petrol,Automatic,Second
417,jeep-compass,1496 ,17.57,4265 ,1510 ,5 ,290000.0,Jun 2012,66920 ,Petrol,Manual,First
418,honda-wr-v,1199 ,21.0,3992 ,1537 ,5 ,490000.00000000006,Jun 2019,32017 ,Petrol,Manual,First
419,maruti-suzuki-swift,998 ,24.07,3545 ,1475 ,5 ,277000.0,Jun 2016,57329 ,Petrol,Manual,Second
420,hyundai-elite-i20,1498 ,23.0,3998 ,1647 ,5 ,535000.0,Jun 2017,66500 ,Diesel,Manual,First
421,maruti-suzuki-swift-dzire,1461 ,20.45,4315 ,1695 ,5 ,465000.00000000006,Jun 2015,47000 ,Diesel,Manual,First
422,audi-q3,2755 ,14.29,4735 ,1795 ,7 ,2225000.0,Jun 2019,130050 ,Diesel,Automatic,First
423,hyundai-i10,1197 ,20.4,3850 ,1530 ,5 ,455000.0,Jun 2015,75678 ,Petrol,Manual,First
424,mercedes-benz-c-class,1956 ,17.1,4395 ,1640 ,5 ,1450000.0,Jun 2018,47000 ,Diesel,Manual,First
425,land-rover-range-rover-sport,998 ,18.2,3995 ,1605 ,5 ,975000.0,Jun 2021,8000 ,Petrol,Manual,First
426,maruti-suzuki-s-cross,1248 ,28.09,4490 ,1485 ,5 ,740000.0,Jun 2017,72038 ,Diesel,Manual,First
427,maruti-suzuki-ertiga,3198 ,10.91,4892 ,1837 ,7 ,3400000.0,Jun 2019,91461 ,Diesel,Automatic,First
428,honda-city,1956 ,16.3,4598 ,1706 ,5 ,1650000.0,Mar 2020,28000 ,Diesel,Manual,First
429,maruti-suzuki-dzire,1373 ,19.12,4490 ,1485 ,5 ,721000.0,Jun 2017,31000 ,Petrol,Automatic,Second
430,hyundai-i10,1997 ,15.4,4456 ,1995 ,7 & 8 ,1100000.0,Jun 2017,14000 ,Diesel,Manual,First
431,mitsubishi-pajero,1497 ,18.0,4440 ,1495 ,5 ,1125000.0,Jun 2018,99000 ,Petrol,Automatic,First
432,maruti-suzuki-alto-800,1197 ,18.6,3985 ,1505 ,5 ,545000.0,Jun 2017,13000 ,Petrol,Manual,First
433,hyundai-elite-i20,2494 ,11.4,4555 ,1755 ,7 ,675000.0,Jun 2007,115000 ,Diesel,Manual,First
434,maruti-suzuki-baleno,1198 ,15.5,3990 ,1505 ,5 ,459999.99999999994,Jan 2016,58227 ,Petrol,Automatic,First
435,toyota-etios,999 ,23.01,3679 ,1478 ,5 ,375000.0,Jun 2018,41680 ,Petrol,Manual,First
436,tata-tigor,2956 ,15.3,4258 ,1925 ,7 & 9 ,570000.0,Jun 2014,96011 ,Diesel,Manual,First
438,ford-ecosport,1991 ,15.04,4630 ,1432 ,5 ,1875000.0,Sep 2016,34000 ,Petrol,Automatic,Second
439,renault-duster,1591 ,15.29,4270 ,1630 ,5 ,830000.0000000001,Jun 2015,58000 ,Petrol,Manual,Second
440,toyota-innova,998 ,26.6,3599 ,1700 ,5 ,425000.0,Jun 2017,44529 ,CNG,Manual,First
441,maruti-suzuki-swift,1197 ,18.5,3995 ,1555 ,5 ,495000.0,Jun 2015,61000 ,Petrol,Automatic,Second
443,hyundai-venue,1373 ,16.02,4265 ,1685 ,7 ,574000.0,Jun 2015,85990 ,Petrol,Manual,Second
444,maruti-suzuki-ciaz,1493 ,17.1,3985 ,1880 ,7 ,290000.0,Jun 2012,157390 ,Diesel,Manual,Second
445,ford-endeavour,1197 ,12.4,3940 ,1505 ,5 ,210000.0,Jun 2010,50900 ,Petrol,Manual,Second
446,tata-harrier,998 ,23.1,3695 ,1560 ,5 ,395000.0,Jun 2015,18717 ,Petrol,Automatic,First
447,maruti-suzuki-ciaz,998 ,23.95,3545 ,1475 ,5 ,370000.0,Jun 2019,56027 ,Petrol,Manual,Second
448,mahindra-scorpio,1197 ,18.6,3985 ,1505 ,5 ,521000.0,Jun 2016,55524 ,Petrol,Manual,First
449,honda-city,1198 ,18.0,3990 ,1505 ,5 ,375000.0,Jun 2014,59623 ,Petrol,Manual,Second
451,toyota-innova,1461 ,19.6,4315 ,1695 ,5 ,660000.0,Jun 2017,76716 ,Diesel,Automatic,First
452,honda-amaze,998 ,13.8,3500 ,1490 ,5 ,200000.0,Jun 2010,86010 ,Petrol,Manual,First
453,renault-kwid,1497 ,17.8,4440 ,1495 ,5 ,635000.0,Jun 2015,97000 ,Petrol,Manual,First
454,tata-sumo,998 ,26.6,3599 ,1700 ,5 ,345000.0,Jun 2014,76256 ,CNG,Manual,First
455,mitsubishi-pajero,1598 ,15.6,4384 ,1466 ,5 ,405000.0,Jun 2012,84110 ,Diesel,Manual,First
456,mercedes-benz-cla,1047 ,27.28,3746 ,1535 ,5 ,350000.0,Jun 2018,44000 ,Petrol,Manual,Second
457,hyundai-creta,1364 ,23.59,3775 ,1510 ,5 ,345000.0,Jun 2014,62000 ,Diesel,Manual,First
458,maruti-suzuki-wagon-r,998 ,21.63,3715 ,1565 ,5 ,449000.0,Jun 2019,32057 ,Petrol,Manual,First
459,maruti-suzuki-swift-dzire,1956 ,16.3,4598 ,1706 ,5 ,1689999.9999999998,Jun 2021,29011 ,Diesel,Manual,First
460,mercedes-benz-gle,1196 ,18.16,3995 ,1525 ,5 ,434999.99999999994,Jun 2016,65325 ,Petrol,Manual,First
461,maruti-suzuki-ertiga,1497 ,22.0,3993 ,1606 ,5 ,990000.0,Jun 2021,31223 ,Diesel,Automatic,First
462,mahindra-quanto,1462 ,18.7,3995 ,1640 ,5 ,1095000.0,Aug 2021,11000 ,Petrol,Automatic,First
